md5sum,document_name,theme,type,author,author_type,date,language,link,pdf_link,validation_status,data_error_type,party,translation,version,status,source,topics
7874a9409f734f0e2cf1176619b98727,Progress in the process to formulate and implement national adaptation plans. Note by the secretariat,National adaptation plans (NAP),"Pre-session documents, Progress reports",UNFCCC. Secretariat,,2020-11-20T12:00:00Z,English only,/documents/266467,https://unfccc.int/sites/default/files/resource/sbi2020_inf13.pdf,not validated,,,,,,UNFCCC Information Portal,National adaptation plans NAP
f44b0924b0ed419bcde519a3f90af1c8,Iraq. National Communication (NC). NC 1.,Iraq. National Communication (NC). NC 1.,National communications (NC),Iraq,,,Arabic,/documents/79714,https://unfccc.int/sites/default/files/resource/316947520_Iraq-NC1-2-National%20Communication%20Document%20Ar.pdf,not validated,,Iraq,,,,UNFCCC Information Portal,"National communications NC,Mitigation"
11a65815bde442060012861e96e46373,Mauritania. Technical analysis of the first biennial update report of Mauritania submitted on 14 March 2016. Summary report by the team of technical experts.,"GHG inventories, Emission reduction targets, Means of implementation",Technical analysis summary report (TASR),UNFCCC. Secretariat,,2016-12-01T12:00:00Z,English,/documents/9615,https://unfccc.int/sites/default/files/resource/docs/2016/tasr/mrt.pdf,not validated,,Mauritania,,,,UNFCCC Information Portal,"GHG inventories,Emission reduction targets,Means of implementation"
c1cd6287a4dc0df579e7f7e416cb6b4d,Technical analysis of the first biennial update report of Afghanistan submitted on 13 October 2019. Summary report by the team of technical experts,"Biennial update reports (BUR), National communications (NC), International consultations and analysis (ICA), Means of implementation, Mitigation",Technical analysis summary report (TASR),UNFCCC. Secretariat,,2020-11-13T12:00:00Z,English only,/documents/266376,https://unfccc.int/sites/default/files/resource/tasr2020_AFG.pdf,not validated,,Afghanistan,,,,UNFCCC Information Portal,"Biennial update reports BUR,National communications NC,International consultations and analysis ICA,Means of implementation,Mitigation"
21aa15adb8a0947f4be9726a5ec3ed8b,Technical analysis of the first biennial update report of Mongolia submitted on 30 August 2017. Summary report by the team of technical experts,"GHG inventories, Means of implementation, Emission reduction targets",Technical analysis summary report (TASR),UNFCCC. Secretariat,,2018-06-11T12:00:00Z,English only,/documents/153029,https://unfccc.int/sites/default/files/resource/tasr12017_mng.pdf,not validated,,Mongolia,,,,UNFCCC Information Portal,"GHG inventories,Means of implementation,Emission reduction targets"
ca9fef8d69c1909090ecebdde9ce3dbc,Slovenia. 2021 National Inventory Report (NIR),"GHG inventories, Mitigation",National inventory reports (NIR),Slovenia,,2021-04-15T12:00:00Z,English,/documents/273460,https://unfccc.int/sites/default/files/resource/svn-2021-nir-15apr21.zip,not validated,,Slovenia,,,,UNFCCC Information Portal,"GHG inventories,Mitigation"
c0815fa0ca62cb378d27f8a1913d9887,Yemen. Biennial update report (BUR). BUR 1.,"Biennial update reports (BUR), Mitigation",Biennial update reports (BUR),Yemen,,,English,/documents/182957,https://unfccc.int/sites/default/files/resource/Yemen_%20First_BUR_2018.pdf,not validated,,Yemen,,,,UNFCCC Information Portal,"Biennial update reports BUR,Mitigation"
988f2b9dc71d084e13a510ee2ee7cd26,Technical analysis of the second biennial update report of the Republic of Moldova submitted on 19 April 2019. Summary report by the team of technical experts,"GHG inventories, Emission reduction targets, Means of implementation",Technical analysis summary report (TASR),UNFCCC. Secretariat,,2019-10-28T12:00:00Z,English,/documents/201025,https://unfccc.int/sites/default/files/resource/tasr2_2019_MDA.pdf,not validated,,Republic of Moldova,,,,UNFCCC Information Portal,"GHG inventories,Emission reduction targets,Means of implementation"
f65c13f4a94f857cfd1f1ff6ff91471b,Peru. Biennial update report (BUR). BUR 2. National inventory report.,"Biennial update reports (BUR), Mitigation",National inventory reports (NIR),Peru,,2019-12-17T12:00:00Z,Spanish,/documents/209403,https://unfccc.int/sites/default/files/resource/205176_Peru-BUR2-1-INGEI%202014-NIR%20PERU.pdf,not validated,,Peru,,,,UNFCCC Information Portal,"Biennial update reports BUR,Mitigation"
70e35f5ada5bfa6728120b88ba36ea13,Belarus. 2022 National Inventory Report (NIR),"GHG inventories, Mitigation",National inventory reports (NIR),Belarus,,2022-05-31T12:00:00Z,Russian,/documents/461960,https://unfccc.int/sites/default/files/resource/blr-2022-nir-28may22.zip,not validated,,Belarus,,,,UNFCCC Information Portal,"GHG inventories,Mitigation"
a70afb8f7d505f59d95077025231cd24,"Nationally determined contributions under the Paris Agreement. Report by the secretariat. Addendum. Additional information on the contribution of nationally determined contributions towards achieving the objective of the Convention as set out in its Article 2, and towards Article 2, paragraph 1(a), and Article 4, paragraph 1, of the Paris Agreement",Nationally determined contributions (NDCs),Synthesis reports,UNFCCC. Secretariat,,2021-09-22T12:00:00Z,English only,/documents/306872,https://unfccc.int/sites/default/files/resource/cma2021_08_a03.pdf,not validated,,,,,,UNFCCC Information Portal,Nationally determined contributions NDCs
f2f91bc96d12e44de19ada41883311cd,Constituted Body GST synthesis report: Synthesis report for the technical assessment component of the first global stocktake - PCCB,Constituted Body GST synthesis report: Synthesis report for the technical assessment component of the first global stocktake - PCCB,Global Stocktake synthesis reports,UNFCCC. Paris Committee on Capacity Building (PCCB),,2022-04-04T12:00:00Z,English,/documents/461613,https://unfccc.int/sites/default/files/resource/PCCB_SR_GST.pdf,not validated,,,,,,UNFCCC Information Portal,Capacitybuilding
5c969abe612cbfe4024af7bb7c99cd3a,"Technical report on the technical analysis of the technical annex to the third biennial update report of Viet Nam submitted in accordance with decision 14/CP.19, paragraph 7, on 16 April 2021","Biennial update reports (BUR), National communications (NC), International consultations and analysis (ICA), Mitigation, Means of implementation",REDD+ technical analysis technical report (TATR),UNFCCC. Secretariat,,2022-09-30T12:00:00Z,English only,/documents/616481,https://unfccc.int/sites/default/files/resource/tatr2021_VNM.pdf,not validated,,Viet Nam,,,,UNFCCC Information Portal,"Biennial update reports BUR,National communications NC,International consultations and analysis ICA,Mitigation,Means of implementation"
a3d49e6a738757df3e1a3710f91507c6,The Carbon Monitor project’s Submission to UNFCCC First Global Stocktake,"Global stocktake, Mitigation, Means of implementation, Science and research",Submissions to the Global Stocktake,"University of California, Irvine (UCI), Carbon Monitor, Laboratoire des Sciences du Climat et de l’Environnement (LSCE), Tsinghua University",,2022-07-20T12:00:00Z,English,/documents/548293,https://unfccc.int/sites/default/files/resource/202207171553---Submissions%20to%20UNFCCC%20First%20Global%20Stocktake%20v2.pdf,not validated,,,,,,UNFCCC Information Portal,"Global stocktake,Mitigation,Means of implementation,Science and research"
d804f396560ba95de69f23ccf78361f4,Cambodia. National Communication (NC). NC 3.,"National communications (NC), Mitigation",National communications (NC),Cambodia,,2022-09-21T12:00:00Z,English,/documents/611804,https://unfccc.int/sites/default/files/resource/20220921_Third%20National%20Communication_Cambodia.pdf,not validated,,Cambodia,,,,UNFCCC Information Portal,"National communications NC,Mitigation"
f923467530893ff515ab75783f6cb548,New Zealand. Biennial Reports (BR). BR 5.,"Emission reduction targets, Policies and measures, Adaptation",Biennial reports (BR),New Zealand,,2022-12-23T12:00:00Z,English,/documents/624723,https://unfccc.int/sites/default/files/resource/New-Zealands-Fifth-Biennial-Report.pdf,not validated,,New Zealand,,,,UNFCCC Information Portal,"Emission reduction targets,Policies and measures,Adaptation"
6cb8c09991603e6fc4252a62743b9c1d,Lesotho. National Communication (NC). NC 2.,"National communications (NC), Mitigation",National communications (NC),Lesotho,,,English,/documents/124385,https://unfccc.int/sites/default/files/resource/LESOTHO%20SNC%20FINAL%20REPORT%20November%202013%20final.pdf,not validated,,Lesotho,,,,UNFCCC Information Portal,"National communications NC,Mitigation"
63e3da7a7102613bcc3f6a840756ffaa,Technical analysis of the first biennial update report of Uganda submitted on 1 October 2019. Summary report by the team of technical experts,"Biennial update reports (BUR), National communications (NC), International consultations and analysis (ICA), Means of implementation, Mitigation",Technical analysis of the first biennial update report of Uganda submitted on 1 October 2019. Summary report by the team of technical experts,UNFCCC. Secretariat,,2021-02-12T12:00:00Z,English only,/documents/268302,https://unfccc.int/sites/default/files/resource/tasr2020_UGA.pdf,not validated,,Uganda,,,,UNFCCC Information Portal,"Biennial update reports BUR,National communications NC,International consultations and analysis ICA,Means of implementation,Mitigation"
a8b99f6f642b032af0d04cabfa182ef5,Submission by Canada: First Technical Dialogue under the Global Stocktake,"Equity, Loss and damage, Capacity-building, Climate finance, Means of implementation, Response measures, Science and research, Technology",Submissions to the Global Stocktake,Canada,,2022-05-02T12:00:00Z,French,/documents/470474,https://unfccc.int/sites/default/files/resource/202204291547---Pr%C3%A9sentation%20du%20Canada%20-%20Premi%C3%A8re%20discussion%20technique%20dans%20le%20cadre%20de%20la%20pr%C3%A9sentation%20du%20bilan%20mondial.pdf,not validated,,,,,,UNFCCC Information Portal,"Equity,Loss and damage,Capacitybuilding,Climate finance,Means of implementation,Response measures,Science and research,Technology"
4f22eecbdbe3cea428acfd249bca7f6c,Mexico. National Inventory Report (NIR).,"GHG inventories, Mitigation",National inventory reports (NIR),Mexico,,2022-06-30T12:00:00Z,Spanish,/documents/512232,https://unfccc.int/sites/default/files/resource/InventarioGEI_Mexico_1990_2019.pdf,not validated,,Mexico,,,,UNFCCC Information Portal,"GHG inventories,Mitigation"
5de8102a2c6b570942a717b23b6bf2e2,WWF response to the call for inputs to the first Global Stocktake,"Global stocktake, Science and research",Submissions to the Global Stocktake,World Wide Fund for Nature (WWF),,2022-05-02T12:00:00Z,English,/documents/470468,https://unfccc.int/sites/default/files/resource/202203091922---WWF%20Submission%20to%20the%20GST%20CFI%2025Feb2022.pdf,not validated,,,,,,UNFCCC Information Portal,"Global stocktake,Science and research"
450c60d7d9d55da251bddc67f60d3ab6,Malta. National Communication (NC). NC 7.,"National communications (NC), Adaptation, Mitigation",National communications (NC),Malta,,,English,/documents/64745,https://unfccc.int/sites/default/files/resource/42967815_Malta-NC7-1-NC7_Malta_2017_final.pdf,not validated,,Malta,,,,UNFCCC Information Portal,"National communications NC,Adaptation,Mitigation"
d58a2bfbc16854f64d232ff9f3059039,Togo. Biennial update report (BUR). BUR 1. National inventory report.,"Biennial update reports (BUR), Mitigation",National inventory reports (NIR),Togo,,,French,/documents/180722,https://unfccc.int/sites/default/files/resource/Togo-BUR1-NIR.pdf,not validated,,Togo,,,,UNFCCC Information Portal,"Biennial update reports BUR,Mitigation"
8904cdb03247b85a298e14dcebb4aa2b,Climate Action Pathway: Industry. Action Table,"Industry, Adaptation, Means of implementation, Mitigation, Science and research, Technology",Publications,Marrakech Partnership,,2021-05-27T12:00:00Z,English,/documents/274747,https://unfccc.int/sites/default/files/resource/Industry_ActionTable_2.1_0.pdf,not validated,,,,,,UNFCCC Information Portal,"Industry,Adaptation,Means of implementation,Mitigation,Science and research,Technology"
aca554929cb7db1114d8f279e2517176,Honduras. National communication (NC). NC 3,"Policies and measures, National communications (NC), Mitigation",Honduras. National communication (NC). NC 3,Honduras,,2020-09-02T12:00:00Z,Spanish,/documents/249921,https://unfccc.int/sites/default/files/resource/Third%20National%20Communication%20HONDURAS.pdf,not validated,,Honduras,,,,UNFCCC Information Portal,"Policies and measures,National communications NC,Mitigation"
4bcc0b9f7ba6647ceb68f202159e4ad9,Portugal. 2021 National Inventory Report (NIR),"GHG inventories, Mitigation",Portugal. 2021 National Inventory Report (NIR),Portugal,,2021-04-13T12:00:00Z,English,/documents/271508,https://unfccc.int/sites/default/files/resource/prt-2021-nir-13apr21.zip,not validated,,Portugal,,,,UNFCCC Information Portal,"GHG inventories,Mitigation"
2cf1450ba2e6037bf0eba6e07c825ef5,Republic of Moldova. Biennial update report (BUR). BUR 2. National inventory report.,"Biennial update reports (BUR), Mitigation",Republic of Moldova. Biennial update report (BUR). BUR 2. National inventory report.,Republic of Moldova,,,English,/documents/193383,https://unfccc.int/sites/default/files/resource/Moldova_NIR_EN_web_24.01.2019-1_1.pdf,not validated,,Republic of Moldova,,,,UNFCCC Information Portal,"Biennial update reports BUR,Mitigation"
77d8d3266dae2a80aaf3c020cb59a384,Ghana. National communication (NC). NC 4.,"Policies and measures, National communications (NC), Mitigation",National communications (NC),Ghana,,2020-08-03T12:00:00Z,English,/documents/231806,https://unfccc.int/sites/default/files/resource/Gh_NC4.pdf,not validated,,,,,,UNFCCC Information Portal,
93ee4226ffd5ca68d599b56dd14b8dad,Iceland. 2022 National Inventory Report (NIR),"GHG inventories, Mitigation",National inventory reports (NIR),Iceland,,2022-09-23T12:00:00Z,English,/documents/614626,https://unfccc.int/sites/default/files/resource/isl-2022-nir-23sep22.zip,not validated,,,,,,UNFCCC Information Portal,
2074e6697d19f947a206633dd11914d6,Bolivia. National Communication (NC). NC 3.,"Policies and measures, National communications (NC), Mitigation",National communications (NC),Bolivia (Plurinational State of),,2020-10-21T12:00:00Z,Spanish,/documents/257158,https://unfccc.int/sites/default/files/resource/Executive%20Summary%20TNC%20Bolivia.pdf,not validated,,,,,,UNFCCC Information Portal,
bb44b2287bf3895fd88b9e8ba35f0ecc,"Joint Submission to the first Global Stocktake: Real-time anthropogenic emission observations from Japanese passenger aircrafts in support of the monitoring of the climate mitigation progress The Japan Aerospace Exploration Agency (JAXA), ANA HOLDINGS INC.(ANAHD), and the Institute for the Global Environmental Strategies (IGES)","Global stocktake, Mitigation, Means of implementation, Science and research, Technology",Submissions to the Global Stocktake,"Institute for Global Environmental Strategies (IGES), Japan Aerospace Exploration Agency (JAXA), ANA Holdings INC (ANAHD)",,2022-04-01T12:00:00Z,English,/documents/461591,https://unfccc.int/sites/default/files/resource/202202241021---2022GST_GQ30_GOBLEU_20220220_fin.pdf,not validated,,,,,,UNFCCC Information Portal,
1ccbd630781791d1dc945d6d4b00c815,Record of the facilitative sharing of views at the fifty - second to fifty - fifth session of the Subsidiary Body for Implementation: Cambodia (FSVR1),"Mitigation, National reports, reviews and analysis, Transparency framework",Record of the facilitative sharing of views at the fifty - second to fifty - fifth session of the Subsidiary Body for Implementation: Cambodia (FSVR1),UNFCCC. Secretariat,,2022-01-21T12:00:00Z,English only,/documents/430438,https://unfccc.int/sites/default/files/resource/FSVR1_KHM.pdf,not validated,,,,,,UNFCCC Information Portal,
7ee05498ad9597ac83ec45bee25c32fc,New Zealand. 2021 National Inventory Report (NIR),"GHG inventories, Mitigation",National inventory reports (NIR),New Zealand,,2021-04-15T12:00:00Z,English,/documents/272856,https://unfccc.int/sites/default/files/resource/nzl-2021-nir-15apr21.zip,not validated,,,,,,UNFCCC Information Portal,
1bdb429856605a742c88242a291f3ba4,Yearbook of Global Climate Action 2022: Marrakech Partnership for Global Climate Action,"High-level climate champions, Yearbook of Global Climate Action, Adaptation, Mitigation, Means of implementation, Non-Party stakeholders, Climate finance, Global stocktake, Science and research, Technology",Yearbook of Global Climate Action 2022: Marrakech Partnership for Global Climate Action,UNFCCC,,2022-11-08T12:00:00Z,English,/documents/614385,https://unfccc.int/sites/default/files/resource/Yearbook_GCA_2022.pdf,not validated,,,,,,UNFCCC Information Portal,
828b733512c39cf7ff2b08ebbb79dbae,Technical analysis of the first biennial update report of Antigua and Barbuda submitted on 3 March 2020. Summary report by the team of technical experts,"Biennial update reports (BUR), National communications (NC), International consultations and analysis (ICA), Means of implementation, Mitigation",Technical analysis summary report (TASR),UNFCCC. Secretariat,,2021-02-10T12:00:00Z,English only,/documents/268276,https://unfccc.int/sites/default/files/resource/tasr2020_ATG.pdf,not validated,,,,,,UNFCCC Information Portal,
fe89fc74f433c96c0a874770ecc46984,Technical analysis of the fourth biennial update report of Chile submitted on 18 January 2021. Summary report by the team of technical experts,"Biennial update reports (BUR), National communications (NC), International consultations and analysis (ICA), Mitigation, Means of implementation",Technical analysis summary report (TASR),UNFCCC. Secretariat,,2022-01-28T12:00:00Z,English only,/documents/441574,https://unfccc.int/sites/default/files/resource/tasr2021_CHL.pdf,not validated,,,,,,UNFCCC Information Portal,
37f82c010fc04b8c44dbd0862665b8ab,"Technical report on the technical analysis of the technical annex to the first biennial update report of Honduras submitted in accordance with decision 14/CP.19, paragraph 7, on 19 November 2020","Biennial update reports (BUR), National communications (NC), International consultations and analysis (ICA), Mitigation, Means of implementation",REDD+ technical analysis technical report (TATR),UNFCCC. Secretariat,,2022-08-26T12:00:00Z,English only,/documents/611312,https://unfccc.int/sites/default/files/resource/tatr2021_HND.pdf,not validated,,,,,,UNFCCC Information Portal,
390b656cff5118aa8fabbf08174628b0,Latvia. 2021 National Inventory Report (NIR),"GHG inventories, Mitigation",National inventory reports (NIR),Latvia,,2021-04-13T12:00:00Z,English,/documents/271530,https://unfccc.int/sites/default/files/resource/lva-2021-nir-13apr21_0.zip,not validated,,,,,,UNFCCC Information Portal,
12abc0d12ba7b59f831efb056cf1eca1,Czechia. Biennial report (BR). BR 4,Emission reduction targets,Biennial reports (BR),Czechia,,2019-12-01T12:00:00Z,English,/documents/202639,https://unfccc.int/sites/default/files/resource/BR4_CZE.pdf,not validated,,,,,,UNFCCC Information Portal,
b1e48e2a005ea81df4ff40d6f41fe8e7,Monaco. National Communication (NC). NC 7.,"National communications (NC), Adaptation, Mitigation",National communications (NC),Monaco. National Communication (NC). NC 7.,,,French,/documents/64746,https://unfccc.int/sites/default/files/resource/4295138_Monaco-NC7-1-NC7_MC%20V1.pdf,not validated,,,,,,UNFCCC Information Portal,
6c17b5e8941da671b772d6efe88bf024,Submission of information to the 1st Global Stocktake: Data products from prototype systems of the EU-funded CoCO2 project,"Equity, Global stocktake, Loss and damage, Adaptation, Capacity-building, Climate finance, Means of implementation, Mitigation, Science and research, Technology, Response measures",Submissions to the Global Stocktake,CoCO2,,2023-02-16T12:00:00Z,English,/documents/626619,https://unfccc.int/sites/default/files/resource/202302021641---CoCO2_Leaflet4GST_submission%20%281%29.pdf,not validated,,,,,,UNFCCC Information Portal,
3bba7bcdc5e90145402a7f47c522395f,Hungary. 2021 National Inventory Report (NIR),"GHG inventories, Mitigation",Hungary. 2021 National Inventory Report (NIR),Hungary,,2021-04-15T12:00:00Z,English,/documents/273467,https://unfccc.int/sites/default/files/resource/hun-2021-nir-15apr-21.zip,not validated,,,,,,UNFCCC Information Portal,
28713c30819564d627176867ca5c220e,Switzerland's Long-Term Climate Strategy,"Ambition and collective progress, Mitigation",Long-term low greenhouse gas emission development strategies (LT-LEDS),Switzerland,,2021-01-28T12:00:00Z,English,/documents/268092,https://unfccc.int/sites/default/files/resource/LTS1_Switzerland.pdf,not validated,,,,,,UNFCCC Information Portal,
0be18ecae74c34325050f7bd1af2e6d1,United Kingdom. 2021 National Inventory Report (NIR),United Kingdom. 2021 National Inventory Report (NIR),National inventory reports (NIR),United Kingdom of Great Britain and Northern Ireland,,2021-04-15T12:00:00Z,English,/documents/273439,https://unfccc.int/sites/default/files/resource/gbk-2021-nir-15apr21.zip,not validated,,,,,,UNFCCC Information Portal,
cee56535804c0bf795aaef0a1b16b234,Technical analysis of the first biennial update report of Jamaica submitted on 18 November 2016.,"GHG inventories, Emission reduction targets, Means of implementation",Technical analysis summary report (TASR),UNFCCC. Secretariat,,2017-09-07T12:00:00Z,English only,/documents/28228,https://unfccc.int/sites/default/files/resource/jam.pdf,not validated,,,,,,UNFCCC Information Portal,
3364ba1d1d2c0c58c58e41c2368e6bd3,Greece. 2021 National Inventory Report (NIR),"GHG inventories, Mitigation",National inventory reports (NIR),Greece,,2021-04-15T12:00:00Z,English,/documents/272918,https://unfccc.int/sites/default/files/resource/grc-2021-nir-15apr21.zip,not validated,,,,,,UNFCCC Information Portal,
1cdc465e0d290d1e692945fd1057783e,Kazakhstan. Biennial Reports (BR). BR 3. National Communication (NC). NC 7.,"National communications (NC), Biennial reports (BR), Adaptation, Mitigation","National communications (NC), Biennial reports (BR)",Kazakhstan. Biennial Reports (BR). BR 3. National Communication (NC). NC 7.,,2017-12-31T12:00:00Z,English,/documents/28937,https://unfccc.int/sites/default/files/resource/20963851_Kazakhstan-NC7-BR3-1-ENG_Saulet_Report_12-2017_ENG.pdf,not validated,,,,,,UNFCCC Information Portal,
ebffb9a2035526e87e7d00f325c2f1a0,Uruguay. Biennial update report (BUR). BUR 4. National inventory report.,"Biennial update reports (BUR), Mitigation",National inventory reports (NIR),Uruguay,,2022-01-11T12:00:00Z,Spanish,/documents/424128,https://unfccc.int/sites/default/files/resource/20220105%20URUGUAY%20NIR%201990_2019%20ESP.pdf,not validated,,,,,,UNFCCC Information Portal,
ecee193e7ad989ede3d836a297fae226,Rwanda. Biennial update report (BUR). BUR 1.,"Measurement, reporting and verification (MRV), Mitigation",Biennial update reports (BUR),Rwanda. Biennial update report (BUR). BUR 1.,,2021-12-29T12:00:00Z,English,/documents/414936,https://unfccc.int/sites/default/files/resource/Rwanda%20First%20Biennial%20Update%20Report_Final_V.pdf,not validated,,,,,,UNFCCC Information Portal,
9013f148823bc8f082e287bbd82fcf85,The High Level Champions’ ‘2030 Breakthroughs’ Strategy Paper,"Global stocktake, Climate finance, Response measures, Mitigation",Submissions to the Global Stocktake,High-Level Champions for Climate Action,,2022-03-31T12:00:00Z,English,/documents/461545,https://unfccc.int/sites/default/files/resource/2030-breakthroughs-upgrading-our-systems-together.pdf,not validated,,,,,,UNFCCC Information Portal,
c1cdd5f95d47913fb276867262a7b366,Ethiopia. National Communication (NC). NC 2.,"National communications (NC), Mitigation",National communications (NC),Ethiopia,,,English,/documents/106847,https://unfccc.int/sites/default/files/resource/ethnc2.pdf,not validated,,,,,,UNFCCC Information Portal,
9c046ff75566c10bab47c7576da4eb85,Climate Action Plan 2050. Executive summary,"Ambition and collective progress, Mitigation",Long-term low greenhouse gas emission development strategies (LT-LEDS),Germany,,2016-11-14T12:00:00Z,Chinese,/documents/37907,https://unfccc.int/sites/default/files/resource/klimaschutzplan_2050_ch_bf_0.pdf,not validated,,,,,,UNFCCC Information Portal,
4b5c744a79af73ea975d8f45044da290,Liechtenstein. 2022 National Inventory Report (NIR),"GHG inventories, Mitigation",National inventory reports (NIR),Liechtenstein,,2022-04-14T12:00:00Z,English,/documents/461901,https://unfccc.int/sites/default/files/resource/lie-2022-nir-14apr22.zip,not validated,,,,,,UNFCCC Information Portal,
341d8cfdf9d74b12e1e7e305b4448df9,Netherlands. 2021 National Inventory Report (NIR),"GHG inventories, Mitigation",National inventory reports (NIR),Netherlands,,2021-04-15T12:00:00Z,English,/documents/273459,https://unfccc.int/sites/default/files/resource/nld-2021-nir-15apr21.zip,not validated,,,,,,UNFCCC Information Portal,
4564282fd3d68c45e9b17bea59a68706,Efforts related to addressing the social and economic  consequences and impacts of response measures as an input to the  first global stocktake - compilation by the secretariat,Response measures,Global Stocktake synthesis reports,UNFCCC Authors,,2022-03-03T12:00:00Z,English,/documents/461036,https://unfccc.int/sites/default/files/resource/FCCCcompilation%20of%20RM_GST_2021.pdf,not validated,,,,,,UNFCCC Information Portal,
44cab9477fc74d050204ea2f3556aad2,United Arab Emirates. National Communication (NC). NC 4.,"National communications (NC), Mitigation",National communications (NC),United Arab Emirates,,,English,/documents/192549,https://unfccc.int/sites/default/files/resource/United%20Arab%20Emirates%20NC4%20revised.pdf,not validated,,,,,,UNFCCC Information Portal,
cfb4692f109df3c0e9be4988b5b39793,Nationally determined contributions under the Paris Agreement. Synthesis report by the secretariat,Nationally determined contributions (NDCs),Nationally determined contributions under the Paris Agreement. Synthesis report by the secretariat,UNFCCC. Secretariat,,2021-09-17T12:00:00Z,Spanish,/documents/306848,https://unfccc.int/sites/default/files/resource/cma2021_08S.pdf,not validated,,,,,,UNFCCC Information Portal,
61fb88221cbd6b922922ec012dc74ad0,"Denmark’s Mid-century, Long-term Low Greenhouse Gas Emission Development Strategy","Ambition and collective progress, Mitigation, Adaptation",Long-term low greenhouse gas emission development strategies (LT-LEDS),Denmark,,2020-12-31T12:00:00Z,English,/documents/267687,https://unfccc.int/sites/default/files/resource/ClimateProgramme2020-Denmarks-LTS-under-the%20ParisAgreement_December2020_.pdf,not validated,,,,,,UNFCCC Information Portal,
ac9b8a0ebac8b00563ca442d6e58492a,United States Mid-Century Strategy for Deep Carbonization,"Ambition and collective progress, Mitigation",Long-term low greenhouse gas emission development strategies (LT-LEDS),United States of America,,2016-11-16T12:00:00Z,English,/documents/38211,https://unfccc.int/sites/default/files/mid_century_strategy_report-final_red.pdf,not validated,,,,,,UNFCCC Information Portal,
45adc0fc9e2774942a72decc20f6d609,Technical analysis of the first biennial update report of Tajikistan submitted on 18 July 2019. Summary report by the team of technical experts,"Biennial update reports (BUR), National communications (NC), International consultations and analysis (ICA), Means of implementation, Mitigation",Technical analysis of the first biennial update report of Tajikistan submitted on 18 July 2019. Summary report by the team of technical experts,UNFCCC. Secretariat,,2020-10-22T12:00:00Z,English only,/documents/257200,https://unfccc.int/sites/default/files/resource/tasr2020_TJK.pdf,not validated,,,,,,UNFCCC Information Portal,
287ff47610da279b28eaba114709b317,State of Palestine. National Communication (NC). NC 1.,"National communications (NC), Mitigation",National communications (NC),State of Palestine,,2016-11-11T12:00:00Z,English,/documents/81488,https://unfccc.int/sites/default/files/resource/Initial%20National%20Communication%20Report_%20State%20of%20Palestine.pdf,not validated,,,,,,UNFCCC Information Portal,
8b672bbcb03a41f780d264c059ef3bf4,Albania. Biennial update report (BUR). BUR 1. National inventory report.,"Biennial update reports (BUR), Mitigation",National inventory reports (NIR),Albania,,2021-10-12T12:00:00Z,English,/documents/307388,https://unfccc.int/sites/default/files/resource/National%20GHG%20Inventory%20Report%20for%20Albania.pdf,not validated,,,,,,UNFCCC Information Portal,
b6727a0acb2d55d5fe426758035ec542,Iran. National Communication (NC). NC 3.,"National communications (NC), Mitigation",National communications (NC),Iran (Islamic Republic of),,,English,/documents/181458,https://unfccc.int/sites/default/files/resource/Third%20National%20communication%20IRAN.pdf,not validated,,,,,,UNFCCC Information Portal,
ef25d7569e0f68b718f9eaf2bfe77728,Oman. Biennial update report (BUR). BUR 1.,Mitigation actions and commitments,Biennial update reports (BUR),Oman,,2019-12-23T12:00:00Z,English,/documents/204848,https://unfccc.int/sites/default/files/resource/BUR%20%2817%20nov%202019%29%20%28Final%29%20%281%29.pdf,not validated,,,,,,UNFCCC Information Portal,
e26b7b5494d95c8cc05cb3d3b514678a,El Salvador. National Communication (NC). NC 3.,"National communications (NC), Mitigation",National communications (NC),El Salvador,,,Spanish,/documents/182973,https://unfccc.int/sites/default/files/resource/904768351_El%20Salvador-NC3-1-TCN%202018%20web.pdf,not validated,,,,,,UNFCCC Information Portal,
f18b4bcabec16a99129f825205515895,Climate Action Pathway: Ocean and Coastal Zones. Vision and Summary,"Marrakech Partnership, Adaptation, Means of implementation, Mitigation, Science and research, Technology",Publications,Marrakech Partnership,,2021-05-26T12:00:00Z,English,/documents/274697,https://unfccc.int/sites/default/files/resource/Vision%26Summary_OCZ_2.1.pdf,not validated,,,,,,UNFCCC Information Portal,
0498426ac3238c299aa1cd503e9188ba,Mexico. 2018 National Inventory Report (NIR).,"GHG inventories, Mitigation",National inventory reports (NIR),Mexico,,2018-11-28T12:00:00Z,Spanish,/documents/199243,https://unfccc.int/sites/default/files/resource/MEXNIR_Revisada_1.pdf,not validated,,,,,,UNFCCC Information Portal,
fcca53c86f6a8661d91e74dbcc6c7aca,Chile. Biennial update report (BUR). BUR 4. National inventory report.,"Biennial update reports (BUR), Mitigation",National inventory reports (NIR),Chile,,2021-02-20T12:00:00Z,Spanish,/documents/268469,https://unfccc.int/sites/default/files/resource/7305681_Chile-BUR4-1-2020_IIN_CL.pdf,not validated,,,,,,UNFCCC Information Portal,
cb36bd70253c6ddeef9b94484cae7b3d,Climate Action Pathway: Transport. Vision and Summary,"Transport, Adaptation, Means of implementation, Mitigation, Science and research, Technology",Climate Action Pathway: Transport. Vision and Summary,Marrakech Partnership,,2021-06-25T12:00:00Z,English,/documents/279262,https://unfccc.int/sites/default/files/resource/Transport_Vision%26Summary_2.1.pdf,not validated,,,,,,UNFCCC Information Portal,
