md5sum,document_name,theme,type,author,author_type,date,language,link,pdf_link,validation_status,data_error_type,party,translation,version,status,source,topics
5f47fdc18c6e1455e14401e1dcec73d2,Sierra Leone. National Communication (NC). NC 3.,"National communications (NC), Mitigation",National communications (NC),Sierra Leone,,,English,/documents/64690,https://unfccc.int/sites/default/files/resource/FinalThird%20Nat.%20Com.%20document%20111.pdf,not validated,,Sierra Leone,,,,UNFCCC Information Portal,"National communications NC,Mitigation"
059defaa9f10607e4b18513768fef491,Progress in the process to formulate and implement national adaptation plans. Revised note by the secretariat,National adaptation plans (NAP),"Pre-session documents, Progress reports",UNFCCC. Secretariat,,2021-10-18T12:00:00Z,English only,/documents/307529,https://unfccc.int/sites/default/files/resource/sbi2020_inf13r01.pdf,not validated,,,,,,UNFCCC Information Portal,National adaptation plans NAP
56424e41af6e6f883df58bc2582f720d,China’s Mid-Century Long-Term Low Greenhouse Gas Emission Development Strategy,"Mitigation, Ambition and collective progress",Long-term low greenhouse gas emission development strategies (LT-LEDS),China,,2021-10-28T12:00:00Z,Chinese,/documents/307765,https://unfccc.int/sites/default/files/resource/LTS1_China_CH.pdf,not validated,,China,,,,UNFCCC Information Portal,"Mitigation,Ambition and collective progress"
3ed9930a9ceb3d956a389f73b35d0ba4,United Kingdom. Biennial report (BR). BR 4,Emission reduction targets,Biennial reports (BR),United Kingdom of Great Britain and Northern Ireland,,2021-04-13T12:00:00Z,English,/documents/271540,https://unfccc.int/sites/default/files/resource/UKs%20Fourth%20Biennial%20Report%20Resubmission.pdf,not validated,,United Kingdom of Great Britain and Northern Ireland,,,,UNFCCC Information Portal,Emission reduction targets
5e79f9c8dd0a0b73e4e3434eb7dbcafb,Russian Federation. 2021 National Inventory Report (NIR),"GHG inventories, Mitigation",National inventory reports (NIR),Russian Federation,,2021-04-15T12:00:00Z,Russian,/documents/273477,https://unfccc.int/sites/default/files/resource/rus-2021-nir-15apr21.zip,not validated,,Russian Federation,,,,UNFCCC Information Portal,"GHG inventories,Mitigation"
0a29fb2ee9cb0a0238458bae0cae3a02,Ukraine. 2022 National Inventory Report (NIR),"GHG inventories, Mitigation",National inventory reports (NIR),Ukraine,,2022-05-13T12:00:00Z,English,/documents/476868,https://unfccc.int/sites/default/files/resource/ukr-2022-nir-13may22.zip,not validated,,Ukraine,,,,UNFCCC Information Portal,"GHG inventories,Mitigation"
67ac454c7d93c22c0c2cd64c917e5ad4,Uganda. Biennial update report (BUR).  BUR 1.,"Mitigation actions and commitments, Biennial update reports (BUR)",Biennial update reports (BUR),Uganda,,2019-10-01T12:00:00Z,English,/documents/200519,https://unfccc.int/sites/default/files/resource/FBUR%20Final_2019.pdf,not validated,,Uganda,,,,UNFCCC Information Portal,"Mitigation actions and commitments,Biennial update reports BUR"
31e94ecf84da97ddf25ebf0fd512efee,Spain. National Communication (NC). NC 7.,Spain. National Communication (NC). NC 7.,National communications (NC),Spain,,2017-12-22T12:00:00Z,Spanish,/documents/198353,https://unfccc.int/sites/default/files/resource/Spain-NC7-2-Adenda%20rev%207CN%20INFO%20ADICIONAL%20PK.pdf,not validated,,Spain,,,,UNFCCC Information Portal,"Policies and measures,National communications NC,Adaptation,Mitigation"
5f78f0beedfc344dc1ed02732156eb4b,Benefits of measurement-based methane estimates and timely emissions reductions for reaching the long-term global goal on temperature: Submission to the Global Stocktake by the Environmental Defense Fund,"Global stocktake, Mitigation, Science and research",Submissions to the Global Stocktake,Environmental Defense Fund (EDF),,2022-08-05T12:00:00Z,English,/documents/568086,https://unfccc.int/sites/default/files/resource/202208040943---Environmental%20Defense%20Fund_GST%2004.08.22.pdf,not validated,,,,,,UNFCCC Information Portal,"Global stocktake,Mitigation,Science and research"
c4c6f778fbbfadb5eac8f56d00aed393,Togo. National Communication (NC). NC 3.,Togo. National Communication (NC). NC 3.,National communications (NC),Togo,,,French,/documents/144770,https://unfccc.int/sites/default/files/resource/tgonc3.pdf,not validated,,Togo,,,,UNFCCC Information Portal,"National communications NC,Mitigation"
0e9f2d4a3604b2220f42a2c2063aff6f,Mozambique. National Communication (NC). NC 2.,"National communications (NC), Mitigation",National communications (NC),Mozambique,,2022-12-21T12:00:00Z,English,/documents/624697,https://unfccc.int/sites/default/files/resource/Mozambique%20Second%20National%20Communication.pdf,not validated,,Mozambique,,,,UNFCCC Information Portal,"National communications NC,Mitigation"
486432b3a63a2f3733ca414d47be08b4,Long-Term Strategy on Climate Action and Action Plan,"Ambition and collective progress, Mitigation, Adaptation",Long-term low greenhouse gas emission development strategies (LT-LEDS),North Macedonia,,2021-11-04T12:00:00Z,English,/documents/309566,https://unfccc.int/sites/default/files/resource/MKD_LTS_Nov2021.pdf,not validated,,,,,,UNFCCC Information Portal,"Ambition and collective progress,Mitigation,Adaptation"
2f3d5c26d8d9d5d5eccbcf7072305f71,Climate Action Pathway. Human Settlements. Action Table,"Urban infrastructure, Adaptation, Means of implementation, Mitigation, Science and research, Technology",Publications,Marrakech Partnership,,2021-07-21T12:00:00Z,English,/documents/299272,https://unfccc.int/sites/default/files/resource/HS_ActionTable_2.1.pdf,not validated,,,,,,UNFCCC Information Portal,"Urban infrastructure,Adaptation,Means of implementation,Mitigation,Science and research,Technology"
db2d15ecbfb942ebb5554d082a082403,Romania. Biennial report (BR). BR 4,Emission reduction targets,Romania. Biennial report (BR). BR 4,Romania,,2020-12-26T12:00:00Z,English,/documents/267635,https://unfccc.int/sites/default/files/resource/BR4_Romania.pdf,not validated,,Romania,,,,UNFCCC Information Portal,Emission reduction targets
eb96112fb82dfafd90cb94ad0263a675,Antigua and Barbuda. Biennial update report (BUR). BUR 1.,Mitigation actions and commitments,Biennial update reports (BUR),Antigua and Barbuda,,2020-03-03T12:00:00Z,English,/documents/210243,https://unfccc.int/sites/default/files/resource/Antigua%20and%20Barbuda%20-%20UNFCCC%20Biennial%20Update%20Report%201%20-%20Final.pdf,not validated,,Antigua and Barbuda,,,,UNFCCC Information Portal,Mitigation actions and commitments
1742ba16262c346a67e438332fa6bfe9,Long-term strategy for Carbon Neutrality (LTS4CN),"Ambition and collective progress, Mitigation, Adaptation",Long-term low greenhouse gas emission development strategies (LT-LEDS),Cambodia,,2021-12-30T12:00:00Z,English,/documents/417790,https://unfccc.int/sites/default/files/resource/KHM_LTS_Dec2021.pdf,not validated,,Cambodia,,,,UNFCCC Information Portal,"Ambition and collective progress,Mitigation,Adaptation"
a7994a320c324ec4fd0994e000851b7e,Resilience Pathway Action Table (unedited),"Marrakech Partnership, Adaptation, Means of implementation",Publications,UNFCCC Authors,,2021-11-10T12:00:00Z,English,/documents/310526,https://unfccc.int/sites/default/files/resource/Resilience_ActionTable_unedited_for_publication.pdf,not validated,,,,,,UNFCCC Information Portal,"Marrakech Partnership,Adaptation,Means of implementation"
3e0c676eb6f59569063416112ba35cca,Colombia. Biennial update report (BUR). BUR 2. National inventory report.,"Biennial update reports (BUR), Mitigation",National inventory reports (NIR),Colombia,,2019-04-11T12:00:00Z,Spanish,/documents/194659,https://unfccc.int/sites/default/files/resource/NIR_BUR2_Colombia.pdf,not validated,,Colombia,,,,UNFCCC Information Portal,"Biennial update reports BUR,Mitigation"
d5bb6d626ae5e913d5060977b68e2fca,The First Global Stocktake of the Paris Agreement Submission by the International Centre for Integrated Mountain Development (ICIMOD),"Global stocktake, Adaptation, Mitigation, Means of implementation, Capacity-building, Response measures, Loss and damage, Equity, Science and research, Climate finance, Technology",Submissions to the Global Stocktake,International Centre for Integrated Mountain Development (ICIMOD),,2022-08-08T12:00:00Z,English,/documents/574369,https://unfccc.int/sites/default/files/resource/202208051757---ICIMOD%20submission%20to%20the%20First%20Global%20Stocktake_August%202022.pdf,not validated,,,,,,UNFCCC Information Portal,"Global stocktake,Adaptation,Mitigation,Means of implementation,Capacitybuilding,Response measures,Loss and damage,Equity,Science and research,Climate finance,Technology"
5a40c44e1974c1164b5e447da20fbdcf,Mongolia. Biennial update report (BUR). BUR 1.,"Biennial update reports (BUR), Mitigation",Biennial update reports (BUR),Mongolia,,,English,/documents/180667,https://unfccc.int/sites/default/files/resource/mongolia-bur1_0.pdf,not validated,,Mongolia,,,,UNFCCC Information Portal,"Biennial update reports BUR,Mitigation"
68eec09d50d6030d0f4707367d37dbf2,Technical analysis of the fourth biennial update report of South Africa submitted on 28 September 2021. Summary report by the team of technical experts,Technical analysis of the fourth biennial update report of South Africa submitted on 28 September 2021. Summary report by the team of technical experts,Technical analysis summary report (TASR),UNFCCC. Secretariat,,2023-01-04T12:00:00Z,English only,/documents/624789,https://unfccc.int/sites/default/files/resource/tasr2021_ZAF.pdf,not validated,,South Africa,,,,UNFCCC Information Portal,"Biennial update reports BUR,National communications NC,International consultations and analysis ICA,Mitigation,Means of implementation"
55a19e30761ce0a415d1196bfa5356a0,Submission by the Government of the Republic of Indonesia to the global stocktake,"Global stocktake, Mitigation",Submission by the Government of the Republic of Indonesia to the global stocktake,Indonesia,,2022-04-27T12:00:00Z,English,/documents/470384,https://unfccc.int/sites/default/files/resource/202203211813---Indonesia%20Submission%20on%20First%20GST%202022_FINAL.pdf,not validated,,,,,,UNFCCC Information Portal,"Global stocktake,Mitigation"
595b7bc6aaa38cf81dc5581106623b4f,Technical analysis of the third biennial update report of India submitted on 20 February 2021. Summary report by the team of technical experts,"Biennial update reports (BUR), National communications (NC), International consultations and analysis (ICA), Mitigation, Means of implementation",Technical analysis summary report (TASR),Technical analysis of the third biennial update report of India submitted on 20 February 2021. Summary report by the team of technical experts,,2021-08-30T12:00:00Z,English only,/documents/302821,https://unfccc.int/sites/default/files/resource/tasr2021_IND_0.pdf,not validated,,India,,,,UNFCCC Information Portal,"Biennial update reports BUR,National communications NC,International consultations and analysis ICA,Mitigation,Means of implementation"
6ccc7108c7ff1b2f2e6d20ec3663a626,Israel. Biennial update report (BUR). BUR 1.,"Biennial update reports (BUR), Mitigation",Israel. Biennial update report (BUR). BUR 1.,Israel,,,English,/documents/180652,https://unfccc.int/sites/default/files/resource/ISRBUR1.pdf,not validated,,Israel,,,,UNFCCC Information Portal,"Biennial update reports BUR,Mitigation"
58c64a7fea529764f76ae1d2d72c2460,Organization of the Petroleum Exporting Countries (OPEC):Views on efforts related to addressing the social and economic consequences and impacts of response measures for input to first technical assessment (TA) for global stocktake (GST),"Global stocktake, Response measures, Means of implementation",Submissions to the Global Stocktake,Organization of the Petroleum Exporting Countries (OPEC),,2022-04-13T12:00:00Z,English,/documents/461862,https://unfccc.int/sites/default/files/resource/202202281504---RPT%202022-02-23%20EMU%20GST-TA%20OPEC%20Submission%20on%20RM.pdf,not validated,,,,,,UNFCCC Information Portal,"Global stocktake,Response measures,Means of implementation"
807a7bbb4df0326606e1552618bffc6f,UK Net Zero Strategy – Build Back Greener,"Ambition and collective progress, Mitigation, Adaptation",Long-term low greenhouse gas emission development strategies (LT-LEDS),United Kingdom of Great Britain and Northern Ireland,,2021-10-19T12:00:00Z,English,/documents/307547,https://unfccc.int/sites/default/files/resource/UK%20Net%20Zero%20Strategy%20-%20Build%20Back%20Greener.pdf,not validated,,United Kingdom of Great Britain and Northern Ireland,,,,UNFCCC Information Portal,"Ambition and collective progress,Mitigation,Adaptation"
82fca73c2524ac40125b835306645d56,Kazakhstan. National Communication (NC). NC 2.,"National communications (NC), Mitigation",National communications (NC),Kazakhstan. National Communication (NC). NC 2.,,,English,/documents/109622,https://unfccc.int/sites/default/files/resource/Kazakhstan_English.pdf,not validated,,Kazakhstan,,,,UNFCCC Information Portal,"National communications NC,Mitigation"
e744735c7fda1036b67b2940e7b3d868,Strategy of socio-economic development of the Russian Federation with low greenhouse gas emissions until 2050,"Ambition and collective progress, Mitigation, Adaptation",Long-term low greenhouse gas emission development strategies (LT-LEDS),Russian Federation,,2022-09-05T12:00:00Z,Russian,/documents/613780,https://unfccc.int/sites/default/files/resource/Socio_Economic_Startegy_Russia_Ru.pdf,not validated,,Russian Federation,,,,UNFCCC Information Portal,"Ambition and collective progress,Mitigation,Adaptation"
2c8009831f2bb0fb0d98b04f3215eeb9,Sweden. Biennial Reports (BR). BR 3. National Communication (NC). NC 7.,"Policies and measures, National communications (NC), Biennial reports (BR), Adaptation, Mitigation","National communications (NC), Biennial reports (BR)",Sweden,,2017-12-22T12:00:00Z,English,/documents/198291,https://unfccc.int/sites/default/files/resource/6950713_sweden-nc7-1-swe_nc7_20171222.pdf,not validated,,Sweden,,,,UNFCCC Information Portal,"Policies and measures,National communications NC,Biennial reports BR,Adaptation,Mitigation"
a61dfe656888d880e04242dad34c46b3,Denmark. 2021 National Inventory Report (NIR),"GHG inventories, Mitigation",National inventory reports (NIR),Denmark,,2021-04-15T12:00:00Z,English,/documents/273129,https://unfccc.int/sites/default/files/resource/dnm-2021-nir-15apr21.zip,not validated,,Denmark,,,,UNFCCC Information Portal,"GHG inventories,Mitigation"
80bc6233e40e0898c410c236186e3661,National Decarbonization Plan - Government of Costa Rica 2018-2050,"Ambition and collective progress, Mitigation",National Decarbonization Plan - Government of Costa Rica 2018-2050,Costa Rica,,2019-12-12T12:00:00Z,English,/documents/204474,https://unfccc.int/sites/default/files/resource/NationalDecarbonizationPlan.pdf,not validated,,Costa Rica,,,,UNFCCC Information Portal,"Ambition and collective progress,Mitigation"
17a7ff022e5332f721ccea126bb526dd,Technical analysis of the first biennial update report of Ecuador submitted on 21 September 2016. Summary report by the team of technical experts.,"GHG inventories, Emission reduction targets, Means of implementation",Technical analysis summary report (TASR),UNFCCC. Secretariat,,2017-08-31T12:00:00Z,English,/documents/28217,https://unfccc.int/sites/default/files/resource/docs/2017/tasr/ecu.pdf,not validated,,Ecuador,,,,UNFCCC Information Portal,"GHG inventories,Emission reduction targets,Means of implementation"
28c8b25809a2e9e39a932ebeec9fac6d,"Thailand Mid-century, Long-term Low Greenhouse Gas Emission Development Strategy","Thailand Mid-century, Long-term Low Greenhouse Gas Emission Development Strategy",Long-term low greenhouse gas emission development strategies (LT-LEDS),Thailand,,2021-10-30T12:00:00Z,English,/documents/307950,https://unfccc.int/sites/default/files/resource/Thailand_LTS1.pdf,not validated,,,,,,UNFCCC Information Portal,"Ambition and collective progress,Mitigation"
6446cb4454414fef80898b84f521fba9,Oman. National communication (NC). NC 2.,"Policies and measures, Mitigation",National communications (NC),Oman,,2019-12-23T12:00:00Z,English,/documents/204849,https://unfccc.int/sites/default/files/resource/Oman%202nd%20National%20Communication%20%2817%20November%202019%29%20-%20Final.pdf,not validated,,Oman,,,,UNFCCC Information Portal,"Policies and measures,Mitigation"
f6379019aafcd8b0125846da84341168,Exploring Approaches for Canada’s Transition to Net-Zero Emissions,"Ambition and collective progress, Mitigation, Adaptation",Long-term low greenhouse gas emission development strategies (LT-LEDS),Exploring Approaches for Canada’s Transition to Net-Zero Emissions,,2022-11-02T12:00:00Z,English,/documents/620593,https://unfccc.int/sites/default/files/resource/LTS%20Full%20Draft_Final%20version_oct31.pdf,not validated,,Canada,,,,UNFCCC Information Portal,"Ambition and collective progress,Mitigation,Adaptation"
98102898dda594b1adf1c4dcdc015c17,Finland. National Communication (NC). NC 8.,"Emission reduction targets, Policies and measures, Adaptation",National communications (NC),Finland,,2022-12-22T12:00:00Z,English,/documents/624719,https://unfccc.int/sites/default/files/resource/GCOS_report_2022_finland.pdf,not validated,,Finland,,,,UNFCCC Information Portal,"Emission reduction targets,Policies and measures,Adaptation"
eb21461c3e878c9952ee6c08ccddf764,Submission by the Global CCS Institute to the first Global Stocktake,Mitigation,Submissions to the Global Stocktake,Submission by the Global CCS Institute to the first Global Stocktake,,2022-08-15T12:00:00Z,English,/documents/600198,https://unfccc.int/sites/default/files/resource/202208101609---GCCSI_GST-2TDSubmission-Aug2022.pdf,not validated,,,,,,UNFCCC Information Portal,Mitigation
9e6601280fd6dfb31e9fb2c9c11b13eb,Facilitative sharing of views record - BUR 1 Panama,"Transparency framework, Means of implementation, Mitigation",Facilitative sharing of views reports (FSVR),Facilitative sharing of views record - BUR 1 Panama,,2021-04-08T12:00:00Z,English,/documents/271403,https://unfccc.int/sites/default/files/resource/FSVR1_PAN.pdf,not validated,,,,,,UNFCCC Information Portal,"Transparency framework,Means of implementation,Mitigation"
ec97fa749da41400a6f587d7869a853f,Argentina. Biennial update report (BUR).  BUR 4.,Mitigation actions and commitments,Biennial update reports (BUR),Argentina,,2022-01-04T12:00:00Z,Spanish,/documents/419772,https://unfccc.int/sites/default/files/resource/4to%20Informe%20Bienal%20de%20la%20Rep%C3%BAblica%20Argentina.pdf,not validated,,Argentina,,,,UNFCCC Information Portal,Mitigation actions and commitments
a5c33fc2a20d4432e17cc827c42bcfa6,Niue. National Communication (NC). NC 2.,"National communications (NC), Mitigation",National communications (NC),Niue,,,English,/documents/133377,https://unfccc.int/sites/default/files/resource/niunc2.pdf,not validated,,Niue,,,,UNFCCC Information Portal,"National communications NC,Mitigation"
5155a7897d5e90b5fabe328a41a44bd5,France. National Communication (NC). NC 7.,"National communications (NC), Adaptation, Mitigation",National communications (NC),France,,2017-12-29T12:00:00Z,English,/documents/64738,https://unfccc.int/sites/default/files/resource/France-NC7-2-NC%20-%20FRANCE%20%20-%20EN%20-VF15022018_0.pdf,not validated,,France,,,,UNFCCC Information Portal,"National communications NC,Adaptation,Mitigation"
5a02f0b4805c80108b235dff7fb9981d,China. Biennial update report (BUR).  BUR 2.,"Biennial update reports (BUR), Mitigation",Biennial update reports (BUR),China,,2019-06-25T12:00:00Z,English,/documents/197666,https://unfccc.int/sites/default/files/resource/China%202BUR_English.pdf,not validated,,China,,,,UNFCCC Information Portal,"Biennial update reports BUR,Mitigation"
03991f615a232ee231c8e1e88a1ecf78,Revised national low carbon strategy of France,"Ambition and collective progress, Mitigation, Adaptation",Long-term low greenhouse gas emission development strategies (LT-LEDS),France,,2021-02-15T12:00:00Z,English,/documents/268346,https://unfccc.int/sites/default/files/resource/en_SNBC-2_complete.pdf,not validated,,France,,,,UNFCCC Information Portal,"Ambition and collective progress,Mitigation,Adaptation"
