document_id,text_block_text_hash,type,id,text,start_idx,end_idx,sentence,pred_probability,annotator,kb_ids
UNFCCC.non-party.1866.0,e6b65073f697071cb3024c38882fc819__f987a30d2ca82d461179ec305d3f958839b7ca65da1b6608745d2579b891953b,CARBON_CAPTURE_AND_STORAGE,CARBON_CAPTURE_AND_STORAGE,Carbon Capture,640,654,"Carbon Capture and Storage (CCS) introduces new environmental, health, and safety risks to communities on the fencelines of polluting facilities where carbon capture is implemented and on the frontlines of CCS infrastructure, such as CO2 pipelines, and more fundamentally, prolongs the use of fossil fuels, limiting chances of keeping warming below 1.5℃.12",1.0,explorer,
UNFCCC.non-party.1866.0,e6b65073f697071cb3024c38882fc819__f987a30d2ca82d461179ec305d3f958839b7ca65da1b6608745d2579b891953b,CARBON_CAPTURE_AND_STORAGE,CARBON_CAPTURE_AND_STORAGE,Carbon Dioxide Removal,352,374,"There is a further danger of 'termination shock': if SRM were deployed but then stopped, intentionally, accidentally, or because of human error or political changes, it would cause temperature to rapidly increase to levels worse than at the starting point.11 Technological Carbon Dioxide Removal (CDR) comes with its own risks and uncertainties, including the threat of significant adverse impacts on rights due to energy and resource input requirements, which can trigger displacement and violations of the right to food and related rights, among other harms.",1.0,explorer,
UNFCCC.non-party.1866.0,e6b65073f697071cb3024c38882fc819__f987a30d2ca82d461179ec305d3f958839b7ca65da1b6608745d2579b891953b,CARBON_CAPTURE_AND_STORAGE,CARBON_CAPTURE_AND_STORAGE,CCS,846,849,"Carbon Capture and Storage (CCS) introduces new environmental, health, and safety risks to communities on the fencelines of polluting facilities where carbon capture is implemented and on the frontlines of CCS infrastructure, such as CO2 pipelines, and more fundamentally, prolongs the use of fossil fuels, limiting chances of keeping warming below 1.5℃.12",1.0,explorer,
UNFCCC.non-party.1866.0,e6b65073f697071cb3024c38882fc819__f987a30d2ca82d461179ec305d3f958839b7ca65da1b6608745d2579b891953b,CARBON_CAPTURE_AND_STORAGE,CARBON_CAPTURE_AND_STORAGE,CCS,668,671,"Carbon Capture and Storage (CCS) introduces new environmental, health, and safety risks to communities on the fencelines of polluting facilities where carbon capture is implemented and on the frontlines of CCS infrastructure, such as CO2 pipelines, and more fundamentally, prolongs the use of fossil fuels, limiting chances of keeping warming below 1.5℃.12",1.0,explorer,
UNFCCC.party.1834.0,70a316f16cf88f3e45fe866104357810__c19acd516980bbb5280a98ca71707a8d54c6775f8abdaf89417e21e50d5f7db6,CARBON_CAPTURE_AND_STORAGE,CARBON_CAPTURE_AND_STORAGE,carbon capture,54,68,"· Guidelines based on science on the compatibility of carbon capture, utilisation and storage technologies with the objectives outlined by the Paris Agreement.",1.0,explorer,
UNFCCC.party.1880.0,5198dfe965a1bda4fe8b2c74fa0d16f3__bc6b3462ab974e6e22824cc86beb512ad299edcb661f36d6e2da9a356ada8823,CARBON_CAPTURE_AND_STORAGE,CARBON_CAPTURE_AND_STORAGE,carbon dioxide removal,177,199,"· Accelerate the deployment of carbon management technologies (carbon capture, utilization and storage [CUSC], bioenergy associated with carbon capture and storage [BECCS], and carbon dioxide removal",1.0,explorer,
UNFCCC.party.1880.0,5198dfe965a1bda4fe8b2c74fa0d16f3__bc6b3462ab974e6e22824cc86beb512ad299edcb661f36d6e2da9a356ada8823,CARBON_CAPTURE_AND_STORAGE,CARBON_CAPTURE_AND_STORAGE,carbon capture,137,151,"· Accelerate the deployment of carbon management technologies (carbon capture, utilization and storage [CUSC], bioenergy associated with carbon capture and storage [BECCS], and carbon dioxide removal",1.0,explorer,
UNFCCC.party.1880.0,5198dfe965a1bda4fe8b2c74fa0d16f3__bc6b3462ab974e6e22824cc86beb512ad299edcb661f36d6e2da9a356ada8823,CARBON_CAPTURE_AND_STORAGE,CARBON_CAPTURE_AND_STORAGE,BECCS,165,170,"· Accelerate the deployment of carbon management technologies (carbon capture, utilization and storage [CUSC], bioenergy associated with carbon capture and storage [BECCS], and carbon dioxide removal",1.0,explorer,
UNFCCC.party.1880.0,5198dfe965a1bda4fe8b2c74fa0d16f3__bc6b3462ab974e6e22824cc86beb512ad299edcb661f36d6e2da9a356ada8823,CARBON_CAPTURE_AND_STORAGE,CARBON_CAPTURE_AND_STORAGE,carbon capture,63,77,"· Accelerate the deployment of carbon management technologies (carbon capture, utilization and storage [CUSC], bioenergy associated with carbon capture and storage [BECCS], and carbon dioxide removal",1.0,explorer,
UNFCCC.party.1880.0,11a3db4cd6fde07133cd59b11d13b996__ad3d562d73c4ba6ddc52e2e33a873af28fdd3b509979a467da5ac3e2471a98a1,CARBON_CAPTURE_AND_STORAGE,CARBON_CAPTURE_AND_STORAGE,sequester carbon,45,61,"o Accelerate efforts to reduce emissions and sequester carbon in the agricultural sector, as well as efforts to improve sustainability (environmental, economic, and social) to ensure global food security.",1.0,explorer,
UNFCCC.party.1880.0,32e5e9da35ffce125277b60079905a11__6bf626191cb66588516d59c363d0c4ba80a180bcab9a8789f349778df44568f8,CLEAN_TECHNOLOGIES_(GENERAL),LOW-CARBON_TECHNOLOGIES,low-emission technologies,49,74,"· Despite these important gains, the adoption of low-emission technologies lags behind in most developing countries, particularly in less developed countries, in part due to a lack of financial, development",1.0,explorer,
